wl,N,M,power,hard,cap,alpha,beta,gamma,subset,method,init,seed,seed_frac,exp,peak_demand,total_load,arrival_slots,carbon_kg,carbon_red_vs_naive_%,carbon_red_vs_consol_%,sla_%,viol_n,energy_kwh,cost_gbp,util_%,overload_%,makespan_h,nfe,runtime_s,peak_mem_mb
google,500,10,linear,False,False,0.4,0.3,0.3,0,WOA,random,29,0.3333333333333333,E1,5.26,31.19,35,0.461528,83.666,2.141,0.0,0,5.0891,0.8392,45.36,0.0,24.5,4840,1.2876,0.96
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,18,0.3333333333333333,E1,5.26,31.19,35,0.5094,81.9718,-8.0093,50.0,250,5.4391,0.9242,50.23,0.0,34.0,4840,1.2808,1.85
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,19,0.3333333333333333,E1,5.26,31.19,35,0.514128,81.8045,-9.0119,53.6,268,5.3891,0.9298,50.888,0.0,31.0,4840,1.2806,1.7
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,20,0.3333333333333333,E1,5.26,31.19,35,0.506664,82.0686,-7.4293,52.6,263,5.3391,0.9126,51.721,0.0,31.5,4840,1.2787,1.78
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,21,0.3333333333333333,E1,5.26,31.19,35,0.504539,82.1438,-6.9788,53.0,265,5.3891,0.919,50.796,0.0,30.5,4840,1.4951,1.76
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,22,0.3333333333333333,E1,5.26,31.19,35,0.512978,81.8452,-8.7681,53.8,269,5.3391,0.9171,51.981,0.0,31.5,4840,1.2939,1.66
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,23,0.3333333333333333,E1,5.26,31.19,35,0.515702,81.7488,-9.3457,49.8,249,5.5391,0.9456,48.215,0.0,32.0,4840,1.3043,1.76
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,24,0.3333333333333333,E1,5.26,31.19,35,0.50461,82.1413,-6.9938,53.4,267,5.4391,0.9252,49.738,0.0,31.5,4840,1.3295,1.63
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,25,0.3333333333333333,E1,5.26,31.19,35,0.510681,81.9265,-8.2811,49.0,245,5.3891,0.9186,51.162,0.0,32.0,4840,1.3088,1.8
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,2,0.3333333333333333,E1,5.26,31.19,35,0.510048,81.9489,-8.1467,54.2,271,5.3891,0.9151,51.142,0.0,30.5,4840,1.3016,1.81
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,3,0.3333333333333333,E1,5.26,31.19,35,0.521879,81.5302,-10.6554,54.6,273,5.4391,0.9313,50.309,0.0,32.0,4840,1.2756,1.66
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,4,0.3333333333333333,E1,5.26,31.19,35,0.508676,81.9974,-7.8558,49.8,249,5.4891,0.9136,49.361,0.0,31.5,4840,1.2762,1.83
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,5,0.3333333333333333,E1,5.26,31.19,35,0.504305,82.1521,-6.929,50.6,253,5.3391,0.9141,51.966,0.0,32.5,4840,1.504,1.74
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,6,0.3333333333333333,E1,5.26,31.19,35,0.495182,82.475,-4.9947,47.6,238,5.3891,0.912,50.831,0.0,30.5,4840,1.3238,1.91
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,7,0.3333333333333333,E1,5.26,31.19,35,0.500189,82.2978,-6.0564,51.0,255,5.2891,0.904,52.798,0.0,33.0,4840,1.3123,1.67
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,8,0.3333333333333333,E1,5.26,31.19,35,0.521767,81.5341,-10.6316,50.6,253,5.5391,0.943,48.459,0.0,33.0,4840,1.3189,1.86
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,9,0.3333333333333333,E1,5.26,31.19,35,0.513908,81.8123,-8.9652,54.2,271,5.4391,0.9197,49.95,0.0,33.0,4840,1.3249,1.68
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,26,0.3333333333333333,E1,5.26,31.19,35,0.515013,81.7732,-9.1996,51.2,256,5.4391,0.933,50.101,0.0,33.5,4840,1.3077,1.89
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,27,0.3333333333333333,E1,5.26,31.19,35,0.506392,82.0783,-7.3717,50.0,250,5.3391,0.9107,52.004,0.0,31.0,4840,1.2965,1.88
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,28,0.3333333333333333,E1,5.26,31.19,35,0.509326,81.9744,-7.9936,51.4,257,5.3891,0.9208,51.114,0.0,31.0,4840,1.3048,1.85
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,29,0.3333333333333333,E1,5.26,31.19,35,0.503377,82.185,-6.7323,48.6,243,5.4391,0.9235,49.949,0.0,32.0,4840,1.5136,1.92
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,30,0.3333333333333333,E1,5.26,31.19,35,0.516046,81.7366,-9.4186,54.0,270,5.5391,0.9385,47.913,0.0,31.0,4840,1.2844,1.73
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,1,0.3333333333333333,E1,5.26,31.19,35,0.509481,81.9689,-8.0267,44.2,221,5.4391,0.9207,49.454,0.0,32.0,4840,1.3373,1.56
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,2,0.3333333333333333,E1,5.26,31.19,35,0.518127,81.6629,-9.8599,40.2,201,5.4391,0.9203,50.304,0.0,34.5,4840,1.3103,1.47
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,3,0.3333333333333333,E1,5.26,31.19,35,0.519841,81.6023,-10.2233,43.4,217,5.4391,0.9248,49.977,0.0,36.0,4840,1.3246,1.42
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,10,0.3333333333333333,E1,5.26,31.19,35,0.501079,82.2663,-6.2451,52.0,260,5.3391,0.913,51.66,0.0,30.5,4840,1.3283,1.91
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,11,0.3333333333333333,E1,5.26,31.19,35,0.531385,81.1937,-12.671,50.8,254,5.5891,0.9448,47.663,0.0,32.5,4840,1.2924,1.77
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,12,0.3333333333333333,E1,5.26,31.19,35,0.504166,82.157,-6.8997,48.4,242,5.3891,0.91,50.728,0.0,31.0,4840,1.283,1.9
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,13,0.3333333333333333,E1,5.26,31.19,35,0.520559,81.5769,-10.3755,49.0,245,5.4891,0.9428,49.167,0.0,32.0,4840,1.4994,1.77
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,14,0.3333333333333333,E1,5.26,31.19,35,0.518311,81.6565,-9.8987,47.2,236,5.5391,0.9377,48.059,0.0,32.0,4840,1.3171,1.96
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,15,0.3333333333333333,E1,5.26,31.19,35,0.52238,81.5124,-10.7616,51.8,259,5.4891,0.9327,49.276,0.0,32.0,4840,1.3503,1.84
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,16,0.3333333333333333,E1,5.26,31.19,35,0.519911,81.5998,-10.238,49.0,245,5.5391,0.9503,48.187,0.0,32.0,4840,1.3266,1.92
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,17,0.3333333333333333,E1,5.26,31.19,35,0.497057,82.4086,-5.3924,49.2,246,5.2891,0.9055,52.782,0.0,31.0,4840,1.3516,1.8
google,500,10,linear,False,False,0.4,0.3,0.3,0,WOA,random,30,0.3333333333333333,E1,5.26,31.19,35,0.461382,83.6712,2.172,0.0,0,5.0891,0.8392,45.744,0.0,24.5,4840,1.2616,1.05
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,1,0.3333333333333333,E1,5.26,31.19,35,0.450153,84.0686,4.5529,1.2,6,5.0391,0.8524,55.141,0.0,24.5,4840,1.5084,1.51
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,2,0.3333333333333333,E1,5.26,31.19,35,0.444692,84.2619,5.7108,1.4,7,4.9891,0.8454,55.917,0.0,24.5,4840,1.7455,1.39
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,3,0.3333333333333333,E1,5.26,31.19,35,0.448352,84.1324,4.9347,1.6,8,4.9891,0.8398,55.779,0.0,24.5,4840,1.5111,1.53
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,4,0.3333333333333333,E1,5.26,31.19,35,0.443465,84.3053,5.9709,1.8,9,4.9891,0.8454,55.375,0.0,24.5,4840,1.5644,1.52
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,5,0.3333333333333333,E1,5.26,31.19,35,0.442289,84.3469,6.2203,1.2,6,4.9891,0.8344,55.386,0.0,24.5,4840,1.5333,1.51
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,6,0.3333333333333333,E1,5.26,31.19,35,0.433745,84.6493,8.032,0.4,2,4.8891,0.8293,59.176,0.0,25.5,4840,1.5506,1.46
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,7,0.3333333333333333,E1,5.26,31.19,35,0.443906,84.2897,5.8775,2.8,14,4.9891,0.8338,56.32,0.0,24.5,4840,1.5511,1.44
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,24,0.3333333333333333,E1,5.26,31.19,35,0.442744,84.3308,6.1239,1.0,5,4.9891,0.8421,56.53,0.0,26.0,4840,1.5295,1.57
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,25,0.3333333333333333,E1,5.26,31.19,35,0.445738,84.2249,5.4891,2.0,10,5.0391,0.8535,55.255,0.0,24.5,4840,1.5305,1.49
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,26,0.3333333333333333,E1,5.26,31.19,35,0.443866,84.2911,5.8859,1.8,9,4.9891,0.8445,57.039,0.0,25.5,4840,1.703,1.5
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,27,0.3333333333333333,E1,5.26,31.19,35,0.437415,84.5194,7.2538,1.6,8,4.9391,0.8267,57.798,0.0,25.0,4840,1.5003,1.45
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,28,0.3333333333333333,E1,5.26,31.19,35,0.448404,84.1305,4.9237,1.0,5,4.9891,0.848,56.387,0.0,24.5,4840,1.5504,1.51
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,29,0.3333333333333333,E1,5.26,31.19,35,0.442912,84.3249,6.0882,1.4,7,4.9391,0.8368,57.503,0.0,25.0,4840,1.5386,1.49
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,30,0.3333333333333333,E1,5.26,31.19,35,0.452195,83.9963,4.1198,2.0,10,5.0891,0.8472,54.105,0.0,26.0,4840,1.5318,1.52
google,500,10,linear,False,False,0.4,0.3,0.3,0,PSO,random,1,0.3333333333333333,E1,5.26,31.19,35,0.499867,82.3092,-5.988,50.8,254,5.2891,0.9098,52.804,0.0,30.5,4840,1.3338,1.88
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,16,0.3333333333333333,E1,5.26,31.19,35,0.450812,84.0453,4.4132,1.0,5,5.0391,0.8472,53.812,0.0,25.0,4840,1.5092,1.56
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,17,0.3333333333333333,E1,5.26,31.19,35,0.457922,83.7937,2.9056,1.2,6,5.1391,0.8651,51.862,0.0,26.0,4840,1.4741,1.55
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,18,0.3333333333333333,E1,5.26,31.19,35,0.442573,84.3369,6.1602,0.2,1,4.9391,0.8374,57.674,0.0,24.5,4840,1.7259,1.52
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,19,0.3333333333333333,E1,5.26,31.19,35,0.444265,84.277,5.8013,0.4,2,4.9891,0.8333,55.794,0.0,25.0,4840,1.5069,1.51
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,20,0.3333333333333333,E1,5.26,31.19,35,0.439478,84.4464,6.8164,0.8,4,4.9391,0.8357,57.9,0.0,24.5,4840,1.5445,1.51
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,21,0.3333333333333333,E1,5.26,31.19,35,0.445816,84.2221,5.4724,0.8,4,4.9891,0.8436,56.267,0.0,25.0,4840,1.531,1.53
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,22,0.3333333333333333,E1,5.26,31.19,35,0.450405,84.0597,4.4995,1.0,5,5.0391,0.8385,53.648,0.0,26.0,4840,1.5243,1.53
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,23,0.3333333333333333,E1,5.26,31.19,35,0.444924,84.2537,5.6615,0.4,2,4.9891,0.843,55.181,0.0,24.5,4840,1.5403,1.54
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,8,0.3333333333333333,E1,5.26,31.19,35,0.441145,84.3874,6.4629,1.8,9,4.9891,0.8327,56.796,0.0,24.5,4840,1.5361,1.5
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,9,0.3333333333333333,E1,5.26,31.19,35,0.445429,84.2358,5.5545,0.8,4,4.9891,0.837,56.333,0.0,25.0,4840,1.4949,1.55
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,10,0.3333333333333333,E1,5.26,31.19,35,0.448501,84.1271,4.9031,2.4,12,5.0391,0.8528,53.708,0.0,24.5,4840,1.7451,1.55
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,11,0.3333333333333333,E1,5.26,31.19,35,0.465689,83.5188,1.2587,2.0,10,5.1891,0.8737,53.008,0.0,25.5,4840,1.5138,1.42
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,12,0.3333333333333333,E1,5.26,31.19,35,0.449911,84.0772,4.6041,1.0,5,5.0391,0.8442,54.437,0.0,28.0,4840,1.5568,1.52
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,13,0.3333333333333333,E1,5.26,31.19,35,0.446775,84.1882,5.2691,1.2,6,4.9891,0.8479,56.297,0.0,24.5,4840,1.5364,1.49
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,14,0.3333333333333333,E1,5.26,31.19,35,0.452024,84.0024,4.1563,0.8,4,5.0391,0.8398,54.505,0.0,24.5,4840,1.548,1.55
google,500,10,linear,False,False,0.4,0.3,0.3,0,GWO,random,15,0.3333333333333333,E1,5.26,31.19,35,0.443781,84.2941,5.904,0.8,4,4.9891,0.8451,56.347,0.0,24.5,4840,1.5606,1.43
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,4,0.3333333333333333,E1,5.26,31.19,35,0.511682,81.891,-8.4933,42.2,211,5.3891,0.9196,51.129,0.0,34.5,4840,1.338,1.5
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,5,0.3333333333333333,E1,5.26,31.19,35,0.53019,81.236,-12.4176,42.8,214,5.5391,0.9354,48.369,0.0,35.0,4840,1.3102,1.53
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,6,0.3333333333333333,E1,5.26,31.19,35,0.507381,82.0433,-7.5814,35.0,175,5.3391,0.9047,51.981,0.0,33.5,4840,1.3218,1.52
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,7,0.3333333333333333,E1,5.26,31.19,35,0.526637,81.3618,-11.6643,44.8,224,5.4391,0.9278,50.304,0.0,32.5,4840,1.3265,1.47
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,8,0.3333333333333333,E1,5.26,31.19,35,0.520338,81.5847,-10.3287,44.8,224,5.4391,0.9171,50.13,0.0,33.0,4840,1.3203,1.43
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,9,0.3333333333333333,E1,5.26,31.19,35,0.510557,81.9309,-8.2547,47.0,235,5.3891,0.9178,50.893,0.0,33.5,4840,1.3239,1.46
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,10,0.3333333333333333,E1,5.26,31.19,35,0.495458,82.4652,-5.0532,35.4,177,5.2891,0.9072,52.211,0.0,31.5,4840,1.3343,1.55
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,11,0.3333333333333333,E1,5.26,31.19,35,0.509992,81.9509,-8.135,44.6,223,5.3891,0.9218,51.028,0.0,31.5,4840,1.3488,1.49
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,12,0.3333333333333333,E1,5.26,31.19,35,0.519315,81.6209,-10.1117,48.6,243,5.4391,0.9297,50.068,0.0,32.0,4840,1.3152,1.52
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,13,0.3333333333333333,E1,5.26,31.19,35,0.525304,81.409,-11.3815,47.2,236,5.5391,0.9351,47.88,0.0,32.5,4840,1.3235,1.34
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,14,0.3333333333333333,E1,5.26,31.19,35,0.534829,81.0719,-13.4011,44.0,220,5.5891,0.9454,47.177,0.0,33.5,4840,1.3294,1.53
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,15,0.3333333333333333,E1,5.26,31.19,35,0.505757,82.1007,-7.2369,41.6,208,5.3391,0.9092,51.676,0.0,30.5,4840,1.3444,1.52
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,16,0.3333333333333333,E1,5.26,31.19,35,0.505305,82.1168,-7.141,40.8,204,5.3391,0.9051,51.596,0.0,31.0,4840,1.3301,1.36
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,17,0.3333333333333333,E1,5.26,31.19,35,0.5273,81.3383,-11.8049,43.2,216,5.5391,0.9328,48.405,0.0,35.5,4840,1.3519,1.55
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,18,0.3333333333333333,E1,5.26,31.19,35,0.521694,81.5367,-10.6161,40.6,203,5.4391,0.9254,50.304,0.0,32.5,4840,1.3774,1.47
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,19,0.3333333333333333,E1,5.26,31.19,35,0.525269,81.4102,-11.3741,45.6,228,5.5391,0.9388,48.08,0.0,34.5,4840,1.3738,1.42
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,20,0.3333333333333333,E1,5.26,31.19,35,0.521087,81.5582,-10.4875,45.6,228,5.4891,0.9287,48.916,0.0,32.0,4840,1.3154,1.46
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,21,0.3333333333333333,E1,5.26,31.19,35,0.538911,80.9274,-14.2667,50.6,253,5.6891,0.9683,45.024,0.0,35.5,4840,1.3273,1.36
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,22,0.3333333333333333,E1,5.26,31.19,35,0.518318,81.6562,-9.9003,46.2,231,5.6391,0.9497,45.657,0.0,34.0,4840,1.341,1.33
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,23,0.3333333333333333,E1,5.26,31.19,35,0.523921,81.4579,-11.0884,43.6,218,5.5391,0.9385,48.193,0.0,32.0,4840,1.3463,1.4
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,24,0.3333333333333333,E1,5.26,31.19,35,0.530249,81.2339,-12.4301,46.0,230,5.4891,0.9278,49.301,0.0,33.0,4840,1.3151,1.4
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,25,0.3333333333333333,E1,5.26,31.19,35,0.527058,81.3469,-11.7534,38.2,191,5.4891,0.9272,49.401,0.0,33.0,4840,1.3609,1.53
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,26,0.3333333333333333,E1,5.26,31.19,35,0.52204,81.5245,-10.6894,44.8,224,5.4891,0.9317,49.16,0.0,33.0,4840,1.3836,1.52
google,500,10,linear,False,False,0.4,0.3,0.3,0,DE,random,27,0.3333333333333333,E1,5.26,31.19,35,0.527453,81.3329,-11.8372,44.6,223,5.4391,0.9214,50.304,0.0,33.5,4840,1.3721,1.51
google,500,10,linear,False,False,0.4,0.3,0.3,0,WOA,carbon,2,0.3333333333333333,E1,5.26,31.19,35,0.34527,87.7805,26.7915,0.0,0,4.5891,0.7418,52.437,0.0,26.0,4840,1.2978,1.0
google,500,10,linear,False,False,0.4,0.3,0.3,0,WOA,carbon,3,0.3333333333333333,E1,5.26,31.19,35,0.34525,87.7813,26.7958,0.0,0,4.5891,0.7418,53.086,0.0,26.0,4840,1.2843,0.99
